"species" "uvalue"
"752" "Poa pannonica" NA
"753" "Poa pratensis" -0.3468
"754" "Poa remota" NA
"755" "Poa spec." NA
"756" "Poa trivialis" 0.404
"757" "Polygala amara" NA
"758" "Polygala comosa" NA
"759" "Polygala major" NA
"760" "Polygala vulgaris" NA
"761" "Polygaloides chamaebuxus" NA
"762" "Polygonatum latifolium" -0.1853
"763" "Polygonatum multiflorum" 0.0991
"764" "Polygonatum odoratum" -0.0832
"765" "Polygonatum spec." NA
"766" "Polygonatum verticillatum" 0.0341
"767" "Polygonum aviculare" NA
"768" "Populus ×canadensis" NA
"769" "Populus ×canescens" NA
"770" "Populus alba" NA
"771" "Populus tremula" 0.0758
"772" "Potentilla alba" -0.4653
"773" "Potentilla anglica" NA
"774" "Potentilla argentea" NA
"775" "Potentilla erecta" -0.329
"776" "Potentilla heptaphylla" NA
"777" "Potentilla incana" NA
"778" "Potentilla micrantha" NA
"779" "Potentilla recta" NA
"780" "Potentilla reptans" NA
"781" "Potentilla spec." NA
