"scientificName" "species_id" "family2"
"49877" "Lolium giganteum" "kcA_yrk" "Poaceae"
"50308" "Ulmus glabra" "JmG_qf8" "Ulmaceae"
"50433" "Cruciata glabra" "o1z_qf8" "Rubiaceae"
"51564" "Turritis glabra" "hn8_qf8" "Brassicaceae"
"52506" "Impatiens glandulifera" "98v_KtJ" "Balsaminaceae"
"52538" "Cardamine glanduligera" "rxo_Xmn" "Brassicaceae"
"52653" "Galium glaucum" "LKT_2Pi" "Rubiaceae"
"52674" "Dactylis glomerata" "36N_Dls" "Poaceae"
"52682" "Campanula glomerata" "Ogg_Dls" "Campanulaceae"
"53648" "Alnus glutinosa" "hA3_YqL" "Betulaceae"
"53651" "Salvia glutinosa" "2B3_YqL" "Lamiaceae"
"54519" "Astragalus glycyphyllos" "eXK_JhQ" "Fabaceae"
"54744" "Limonium gmelinii" "Sg4_Sls" "Plumbaginaceae"
"54745" "Iris graminea" "mGl_m4E" "Iridaceae"
"54749" "Stellaria graminea" "vby_m4E" "Caryophyllaceae"
"54760" "Digitalis grandiflora" "Vg6_CLR" "Plantaginaceae"
"54872" "Clinopodium grandiflorum" "IAO_n0h" "Lamiaceae"
"54896" "Saxifraga granulata" "aGs_1ZV" "Saxifragaceae"
